Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu [z≥];Dofinansowanie z EU [z≥];Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Plan gospodarki niskoemisyjnej dla Miasta Krasnystaw;Miasto Krasnystaw;49175.40;41799.09;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Myszyniec;Gmina Myszyniec;49000.00;41650.00;Nie;energetyka;Nie
Termomodernizacja obiektÛw uøytecznoúci publicznej - Plan gospodarki niskoemisyjnej dla Gminy Che≥m ålπski;Gmina Che≥m ålπski;48999.00;41649.15;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Jaworze;Gmina Jaworze;48585.00;41297.25;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;48523.00;41244.55;Nie;administracja;Nie
Plan gospodarki niskoemisyjnej dla Miasta i Gminy Pleszew;Miasto i Gmina Pleszew;48496.04;41221.63;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy i Miasta Dobczyce;Gmina Dobczyce;48380.00;41123.00;Nie;energetyka;Nie
RPD sektora úrodowisko na rok 2010 (WFOåiGW w £odzi);WojewÛdzi Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;48350.00;41097.50;Nie;administracja;Nie
Plan Gospodarki Niskoemisyjnej na terenie Gminy Giera≥towice;Gmina Giera≥towice;48028.00;40823.80;Nie;energetyka;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;48000.00;40800.00;Nie;administracja;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Kwidzyn na lata 2014-2020;Gmina Kwidzyn;48000.00;40800.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Zielonka stanowiπcego element strategii ZIT WOF;GMINA ZIELONKA;47970.10;40774.58;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Miejskiej Ko≥o;Gmina Miejska Ko≥o;47970.00;40774.50;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy MiÍdzychÛd;Gmina MiÍdzychÛd;47970.00;40774.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Miasta O≥awa;Miasto O≥awa;47970.00;40774.50;Nie;energetyka;Nie
Ochrona årodowiska naturalnego gminy BolimÛw poprzez opracowanie planu gospodarki niskoemisyjnej;Gmina BolimÛw;47970.00;40774.50;Nie;energetyka;Nie
Wyznaczenie kierunkÛw dzia≥aÒ o charakterze eneregooszczÍdnym i ekologicznym poprzez opracowanie Planu Gospodarki Niskoemisyjnej Gminy Miejskiej Wπgrowiec wraz z niezbÍdnymi elementami;Gmina Miejska Wπgrowiec;47970.00;40774.50;Nie;energetyka;Nie
Opracowanie Planu Gospodarki Niskoemisyjnej dla Gminy Zπbkowice ålπskie;Gmina Zabkowice ålπskie;47970.00;40774.50;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w Warszawie);WojewÛdzki Fundusz Ochrony årodowiska w Warszawie;47881.00;40698.85;Nie;administracja;Tak
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Opolu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;47835.00;40659.75;Nie;administracja;Nie
Plan Gospodarki Niskoemisyjnej w Gminie BoÊki;Gmina BoÊki;47500.00;40375.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w Gminie £agÛw;Gmina £agÛw;47340.00;40239.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Bukowina TatrzaÒska;Gmina Bukowina TatrzaÒska;49200.00;40120.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej na terenie Miasta Bartoszyce;Miasto Bartoszyce;53997.00;40090.55;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w £odzi);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;47039.00;39983.15;Nie;administracja;Nie
Opracowanie Planu gospodarki Niskoemisyjnej w Gminie Piaski;Gmina Piaski;47000.00;39950.00;Nie;energetyka;Nie
Opracowanie dokumentacji projektowej na modernizacjÍ oczyszczalni úciekÛw w Nowym Mieúcie Lubawskim;Miejskie PrzedsiÍbiorstwo Gospodarki Komunalnej Sp. z o.o.;57810.00;39950.00;Nie;ochrona úrodowiska;Tak
Plan gospodarki niskoemisyjnej dla Gminy Koúcielisko;Gmina Koúcielisko;57797.70;39941.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Miasta S≥upska;Miasto S≥upsk;46965.36;39920.55;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy KÍty;Gmina KÍty;46740.00;39729.00;Nie;energetyka;Nie
Plan Gospodarki Niskoemisyjnej Miasta Augustowa;Gmina Miasto AugustÛw;46740.00;39729.00;Nie;energetyka;Nie
Przygotowanie Planu gospodarki niskoemisyjnej wraz z niezbÍdnymi elementami uzupe≥niajπcymi dla Gminy Skawina w wojewÛdztwie ma≥opolskim;Gmina Skawina;46740.00;39729.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla gminy PrzyrÛw;Gmina PrzyrÛw;46740.00;39729.00;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Borzytuchom;Gmina Borzytuchom;46617.00;39624.45;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Lπdek, powiat s≥upecki, woj. wielkopolskie;Gmina Lπdek;46125.00;39206.25;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Miasta Øywca wraz ze stworzeniem bazy danych, szkoleniami pracownikÛw, dzia≥aniami promocyjnymi i fakultatywnymi;Miasto Øywiec;45900.00;39015.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w gminie DobroÒ;gmina DobroÒ;45879.00;38997.15;Nie;energetyka;Nie
Gmina KurzÍtnik w odpowiedzi na wyzwania klimatyczne - opracowanie Planu Gospodarki Niskoemisyjnej;Gmina KurzÍtnik;45756.00;38892.60;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej - Gmina Jawor;Gmina Jawor;45510.00;38683.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Kroúniewice jako element ochrony úrodowiska naturalnego gminy i regionu;Gmina Kroúniewice;45510.00;38683.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Kluczbork;Gmina Kluczbork;45510.00;38683.50;Nie;energetyka;Nie
Gospodarka niskoemisyjna w gminie Serniki - planowanie strategiczne;Gmina Serniki;45510.00;38683.50;Nie;energetyka;Nie
Termomodernizacja obiektÛw uøytecznoúci publicznej Gminy Siennica RÛøana - plan gospodarki niskoemisyjnej;Gmina Siennica RÛøana;45510.00;38683.50;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy OstrÛw Wielkopolski;Gmina OstrÛw Wielkopolski;45510.00;38683.50;Nie;energetyka;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Lublinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Lublinie;45484.00;38661.40;Nie;administracja;Nie
Gospodarka niskoemisyjna w gminie RadzyÒ Podlaski - planowanie strategiczne;Gmina RadzyÒ Podlaski;45510.00;38638.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w Gminie WolanÛw;Gmina WolanÛw;45337.80;38537.13;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w Rzeszowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;45201.88;38421.59;Nie;administracja;Tak
Opracowanie planu gospodarki niskoemisyjnej w gminie Trzemeszno;Gmina Trzemeszno;45294.22;38395.52;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej w Gminie DrelÛw;Gmina DrelÛw;45000.00;38250.00;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisjnej w Gminie Øyrzyn;Gmina Øyrzyn;45000.00;38250.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Miasta MiÒsk Mazowiecki;Miasto MiÒsk Mazowiecki;44895.00;38160.75;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Manowo;Gmina Manowo;44895.00;38160.75;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Szepietowo;Gmina Szepietowo;44796.00;38076.60;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy £obez, woj.. Zachodniopomorskie;Gmina £obez;44500.00;37825.00;Nie;energetyka;Nie
Opracowanie i wdroøenie planu gospodarki niskoemisyjnej dla Gminy Nowa DÍba;Gmina Nowa DÍba;44500.00;37825.00;Nie;energetyka;Nie
Plan Gospodarki Niskoemisyjnej dla miasta WÍgrÛw - podnoszenie efektywnoúci energetycznej, zwiÍkszenia wykorzystania odnawialnych ürÛde≥ energii oraz redukcja emisji gazÛw cieplarnianych;Miasto WÍgrÛw;44489.10;37815.73;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w gminie W≥odawa;Gmina W≥odawa;44480.00;37808.00;Nie;energetyka;Nie
"Termomodernizacja obiektÛw uøytecznoúci publicznej - ""Plan gospodarki niskoemisyjnej dla Gminy Zawiercie""";Gmina Zawiercie;44450.00;37782.50;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w GdaÒsku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;44324.56;37675.87;Nie;administracja;Tak
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Strzelin;Gmina Strzelin;47970.00;37638.00;Nie;energetyka;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;44184.00;37556.40;Nie;administracja;Nie
Plan gospodarki niskoemisyjnej dla Gminy PotÍgowo;Gmina PotÍgowo;44000.00;37400.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Bia≥owieøa wraz z dzia≥aniami towarzyszπcymi;Gmina Bia≥owieøa;44000.00;37400.00;Nie;energetyka;Nie
Opracowanie Planu Gospodarki Niskoemisyjnej dla Gminy Wiejskiej TomaszÛw Mazowiecki;Gmina TomaszÛw Mazowiecki;44000.00;37400.00;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej w Gminie SiemieÒ;Gmina siemieÒ;44000.00;37400.00;Nie;energetyka;Nie
Plan Gospodarki Niskoemisyjnej Gminy Che≥miec;Gmina Che≥miec;44000.00;37400.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki Niskoemisyjnej dla Gminy JÛzefÛw nad Wis≥π;Gmina JÛzefÛw nad Wis≥π;43886.40;37303.44;Nie;energetyka;Nie
Przygotowanie dokumentacji projektowej dla potrzeb gospodarki úciekowej na terenie m. Bi≥goraj;PrzedsiÍbiorstwo Gospodarki Komunalnej SpÛ≥ka z o. o. w Bi≥goraju;49012.00;36890.00;Nie;ochrona úrodowiska;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Lniano;Gmina Lniano;43272.00;36781.20;Nie;energetyka;Nie
Plan Gospodarki niskoemisyjnej Gminy Krapkowice;Gmina Krapkowice;43050.00;36592.50;Nie;energetyka;Nie
Sporzπdzenie dla gminy Gruta planu gospodarki niskoemisyjnej, stworzenie baz danych, przeprowadzenie szkoleÒ dla pracownikÛw oraz dzia≥aÒ informacyjno-promocyjnych;Gmina Gruta;43050.00;36592.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Lubicz;Gmina Lubicz;43050.00;36592.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla gminy Muszyna;Gmina Muszyna;43050.00;36592.50;Nie;energetyka;Nie
Plan Gospodarki Niskoemisyjnej dla Gminy OstrÛw Mazowiecka;Gmina OstrÛw Mazowiecka;43050.00;36592.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Kolbuszowa;Gmina Kolbuszowa;43050.00;36592.00;Nie;energetyka;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;43000.00;36550.00;Nie;administracja;Nie
Opracowanie planu gospodarki niskoemisyjnej w Gminie BaranÛw;Gmina BaranÛw;43000.00;36550.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla miasta Leszna;Miasto Leszno;52890.00;36550.00;Nie;energetyka;Nie
Opracowanie Panu Gospodarki Niskoemisyjnej w Gminie Wieliszew;Gmina Wieliszew;43000.00;36550.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Miasta Kwidzyna na lata 2014-2020;Miasto Kwidzyn;42950.00;36507.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w Gminie £ukÛw;Gmina £ukÛw;42804.00;36383.40;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w gminie Zielonki;Gmina Zielonki;42558.00;36174.30;Nie;energetyka;Nie
Termomodernizacja obiektÛw uøytecznoúci publicznej - plany gospodarki niskoemisyjnej dla Gminy DobrzeÒ Wielki;Gmina DobrzeÒ Wielki;42435.00;36069.75;Nie;energetyka;Nie
Przygotowanie Planu Gospodarki Niskoemisyjnej Gminy ØarÛw;Gmina ØarÛw;42435.00;36069.75;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Ropa;Gmina Ropa;42066.00;35756.10;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy MyúlibÛrz;Gmina MyúlibÛrz;42004.50;35703.82;Nie;energetyka;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu;42000.00;35700.00;Nie;administracja;Nie
Plan gospodarki niskoemisyjnej dla Miasta Skierniewice;Miasto Skierniewice;41820.00;35547.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Krosno OdrzaÒskie;Gmina Krosno OdrzaÒskie;41820.00;35547.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy MiÍdzyrzecz;Gmina MiÍdzyrzecz;41820.00;35547.00;Nie;energetyka;Nie
Plan Gospodarki Niskoemisyjnej dla Gminy SokÛ≥ka;Gmina SokÛ≥ka;41820.00;35547.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej na terenie gminy K≥omnice;Gmina K≥omnice;41820.00;35547.00;Nie;energetyka;Nie
Opracowanie i wdraøanie Planu gospodarki niskoemisyjnej dla miasta Nowy DwÛr Mazowiecki;Miasto Nowy DwÛr Mazowiecki;41546.94;35314.89;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej w Gminie åwiebodzin;Gmina åwiebodzin;41451.00;35233.35;Nie;energetyka;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;41000.00;34850.00;Nie;administracja;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Tyszowce;Gmina Tyszowce;40590.00;34501.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Grajewo;Gmina Grajewo;40590.00;34501.50;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Opoczno;Gmina Opoczno;40590.00;34501.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w gminie Krypno;Gmina Krypno;40590.00;34501.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Su≥oszowa;Gmina Su≥oszowa;40467.00;34396.95;Nie;energetyka;Nie
Opracowanie Planu Gospodarki Niskoemisyjnej dla Gminy Stary Targ;Gmina Stary Targ;40467.00;34396.95;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Miasta OzorkÛw;Gmina Miasto OzorkÛw;40230.00;34195.50;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;40088.00;34074.80;Nie;administracja;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Unis≥aw;Gmina Unis≥aw;40100.00;34000.00;Nie;energetyka;Nie
Termomodernizacja obiektÛw uøytecznoúci publicznej - Plan gospodarki niskoemisyjnej dla Gminy Poraj;Gmina Poraj;40000.00;34000.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w Gminie Stalowa Wola;Gmina Stalowa Wola;40000.00;34000.00;Nie;energetyka;Nie
Opracowanie kompletnej dokumentacji projektowej na budowÍ s≥onecznej suszarni osadÛw úciekowych na Oczyszczalni åciekÛw w Augustowie;Wodociπgi i Kanalizacje Miejskie Sp. z o.o.w Augustowie;49200.00;34000.00;Nie;ochrona úrodowiska;Tak
Plan gospodarki niskoemisyjnej w Gminie Tuchomie;gmina Tuchomie;39975.00;33978.75;Nie;energetyka;Nie
Plany gospodarki niskoemisyjnej dla Miasta i Gminy Piaseczno;Gmina Piaseczno;39975.00;33978.75;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej w gminie Wilczyn;Gmina Wilczyn;39975.00;33978.75;Nie;energetyka;Nie
Przygotowanie Planu gospodarki niskoemisyjnej Gminy åwidnica;Gmina åwidnica;39975.00;33978.75;Nie;energetyka;Nie
Dzia≥ania na rzecz opracowania Planu gospodarki niskoemisyjnej dla Miasta Brodnicy;Gmina Miasta Brodnicy;39850.00;33872.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy i Miasta Nisko;Gmina Nisko;39734.00;33773.90;Nie;energetyka;Nie
Poprawa stanu úrodowiska naturalnego na terenie gminy Lubichowo - Opracowanie Planu Gospodarki Niskoemisyjnej;gmina Lubichowo;39729.00;33769.65;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej w Gminie Miejskiej åwidnik;Gmina Miejska åwidnik;39450.00;33532.50;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej w gminie Strzelce Opolskie;Gmina Strzelce Opolskie;39450.00;33532.50;Nie;energetyka;Nie
Plan gospodarski Niskoemisyjnej dla Miasta Ostro≥Íki;Miasto Ostro≥Íka;39450.00;33532.50;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla gminy Soko≥Ûw Podlaski;Gmina Soko≥Ûw Podlaski;39450.00;33532.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy BieruÒ;Gmina BieruÒ;39360.00;33456.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Kowalewo Pomorskie;Gmina Kowalewo Pomorskie;39360.00;33456.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla gminy Øabno;Gmina Øabno;39360.00;33456.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Niemodlin;Gmina Niemodlin;39360.00;33456.00;Nie;energetyka;Nie
Gospodarka niskoemisyjna w gminie Kraúniczyn - planowanie strategiczne;Gmina Kraúniczyn;39360.00;33456.00;Nie;energetyka;Nie
Zapewnienie bezpieczeÒstwa energetycznego Gminy Z≥otoryja poprzez opracowanie Planu gospodarki niskoemisyjnej;Gmina Z≥otoryja;39360.00;33456.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Siedlec;Gmina Siedlec;39360.00;33456.00;Nie;energetyka;Nie
Gospodarka niskoemisyjna w gminie Kπkolewnica - planowanie strategiczne;Gmina Kπkolewnica;39360.00;33456.00;Nie;energetyka;Nie
Gospodarka niskoemisyjna w gminie Sosnowica - planowanie strategiczne;Gmina Sosnowica;39360.00;33456.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Miasta i Gminy Krotoszyn;Miasto i Gmina Krotoszyn;39353.85;33450.77;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2007-2008 (Må);Ministerstwo årodowiska;39284.00;33391.40;Nie;administracja;Tak
Opracowanie planu gospodarki niskoemisyjnej dla gminy PlaterÛw.;Gmina PlaterÛw;39237.00;33351.45;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej wraz z dzia≥aniami towarzyszπcymi w Gminie Jod≥owa;Gmina Jod≥owa;39114.00;33246.90;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy PopielÛw;Gmina PopielÛw;39000.00;33150.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Wolin;Gmina Wolin;39000.00;33150.00;Nie;energetyka;Nie
Program gospodarki niskoemisyjnej dla gminy BolkÛw;Gmina BolkÛw;39000.00;33150.00;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Nielisz;Gmina Nielisz;39000.00;33150.00;Nie;energetyka;Nie
Opracowanie Planu Gospodarki Niskoemisyjnej Gminy Nowa Karczma;Gmina Nowa Karczma;38991.00;33142.35;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy Kruszwica;Gmina Kruszwica;38900.00;33065.00;Nie;energetyka;Nie
Gospodarka niskoemisyjna w gminie Rudnik - planowanie strategiczne;Gmina Rudnik;38868.00;33037.80;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Miasto LÍbork;Gmina Miasto LÍbork;38745.00;32933.25;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy Rad≥Ûw;Gmina Rad≥Ûw;38745.00;32933.25;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Miasta Konina na lata 2014-2020;Miasto Konin;38429.00;32664.65;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla gminy Korzenna;Gmina Korzenna;38267.61;32527.46;Nie;energetyka;Nie
Opracowanie planu gospodarki niskiej emisji w Gminie Rybczewice;Gmina Rybczewice;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Zblewo;Gmina Zblewo;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Miasta i Gminy KoÒskie;Gmina KoÒskie;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Micha≥owice;Gmina Micha≥owice;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Leúniowice;Gmina Leúniowice;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Okonek;GMINA OKONEK;38130.00;32410.50;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej Gminy Chodzieø;Gmina Chodzieø;38130.00;32410.50;Nie;energetyka;Nie
Opracowanie Planu Gospodarki Niskoemisyjnej dla Gminy Miasto Nowy Targ;Miasto Nowy Targ;38007.00;32305.95;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy KomarÛw- Osada;Gmina KomarÛw-Osada;38000.00;32300.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy Bia≥y BÛr;Gmina Bia≥y BÛr;38000.00;32300.00;Nie;energetyka;Nie
Plan gospodarki niskoemisyjnej dla Gminy OúwiÍcim;Gmina OúwiÍcim;38000.00;32300.00;Nie;energetyka;Nie
Sporzπdzenie dla Gminy Miasta Lipna planu gospodarki niskoemisyjnej, stworzenie baz danych, przeprowadzenie szkoleÒ dla pracownikÛw oraz dzia≥aÒ informacyjno-promocyjnych.;Gmina Miasta Lipna;37884.00;32201.40;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla obszaru obejmujπcego teren gminy Nowe Miasto Lubawskie;Gmina Nowe Miasto Lubawskie;37862.40;32183.04;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy åwiekatowo;Gmina åwiekatowo;37601.10;31960.93;Nie;energetyka;Nie
Opracowanie planu gospodarki niskoemisyjnej dla gminy Jaros≥aw;Gmina Jaros≥aw;37450.00;31832.50;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;37414.55;31802.36;Nie;administracja;Tak
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Rzeszowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;37000.00;31450.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;37000.00;31450.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Rzeszowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;37000.00;31450.00;Nie;administracja;Nie
Opracowanie Planu gospodarki niskoemisyjnej Gminy Miasta Rypina;Gmina Miasta Rypin;37000.00;31450.00;Nie;energetyka;Nie
Opracowanie Planu gospodarki niskoemisyjnej dla Gminy £aszczÛw;Gmina £aszczÛw;36999.00;31449.15;Nie;energetyka;Nie
RPD sektora úrodowisko na lata 2014-2015 (CKPå);Centrum Koordynacji ProjektÛw årodowiskowych;36940.00;31399.00;Nie;administracja;Nie
Opracowanie planu gospodarki niskoemisyjnej dla Gminy ChoceÒ;Gmina ChoceÒ;36900.00;31365.00;Nie;energetyka;Nie
