ANTRAGSNUMMER,Interventionskategorie,Name des Begünstigten,PLZ,BEGINN,ENDE,ZUSAMMENFASSUNG,BEZEICHNUNG,GESAMTBETRAG 1)
ESF/14-SM-A41-0007/16,105.0,Landesfrauenrat Mecklenburg-Vorpommern e.V.,18055,18.02.16,31.12.17,Förderung der Gleichstellung der Geschlechter,"Trägerschaft des „Landeszentrums für Gleichstellung und Vereinbarkeit“ für das Land Mecklenburg-Vorpommern mit folgenden Zielen: 
a.)	Unterstützung der Landesregierung bei der Implementierung, Umsetzung, Eva-luierung und Weiterentwicklung des Querschnittsziels Gleichstellung in den verschiedenen Förderbereichen des Europäischen Sozialfonds sowie bei der Umsetzung von weiteren Maßnahmen zur Erhöhung der Akzeptanz und Sen-sibilität für gleichstellungs- und vereinbarkeitsspezifische Themen insbeson-dere durch:
a.	Analyse von Rahmenbedingungen für Frauen und Männer im Zusam-menhang mit den spezifischen Förderbereichen des Operationellen Pro-gramms des ESF 
b.	Entwicklung von Instrumenten und Methoden zur Umsetzung der Gleichstellung als Querschnittsziel
c.	Durchführung von Gender-Coachings mit den an der Programmkonzep-tion und -umsetzung beteiligten Stellen und weiteren Akteuren
d.	Erstellung von Leitfäden zu zentralen Gleichstellungsmaßnahmen 
e.	Maßnahmen der Öffentlichkeitsarbeit in Abstimmung mit dem Ministeri-um für Arbeit, Gleichstellung und Soziales 
f.	Mitwirkung in der Steuerungsgruppe „Gleichstellung von Frauen und Männern im ESF“
b.)	Entwicklung, modellhafte Erprobung und Evaluation einer gleichstellungs- und vereinbarkeitsfördernden Expertise im Dienstleistungsbereich „Bausteintool Arbeitsorganisation“ in den Regionen Hansestadt Rostock, Landkreis Ros-tock und Landkreis Mecklenburgische Seenplatte mit folgenden vor- und nachbereitenden Elementen:
a.	Aufbau eines „Arbeitskreises VEP Dienstleistung“ mit den regionalen Sozialpartnern als Expertinnen und Experten in ihren Wirkungskreisen mit der Funktion als Multiplikatoren 
...",474573.93
ESF/14-SM-A41-0005/16,105.0,RWI Regionale Wirtschaftsinitiative - Ost Mecklenburg-Vorpommern e.V.,17033,02.03.16,31.12.17,Förderung der Gleichstellung der Geschlechter,Zukunft durch Aufstieg - Cross-Mentoring in den Regionen Vorpommern-Greifswald und Mecklenburgische Seenplatte zur Erhöhung der beruflichen Aufstiegschancen von weiblichen Führungskräften in Führungspositionen in Unternehmen oder in Füh-rungspositionen in Institutionen mit wirtschaftsnahen Strukturen. Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf mindestens 10 Tandempaare fest-gelegt.,139999.73
ESF/14-SM-A41-0008/16,105.0,GiB mbH - Gesellschaft für innovative Beschäftigung,19288,22.02.16,31.12.17,Förderung der Gleichstellung der Geschlechter,Zukunft durch Aufstieg - Cross-Mentoring in dem Landkreis Ludwigslust-Parchim und der Landeshauptstadt Schwerin zur Erhöhung der beruflichen Aufstiegschancen von weiblichen Führungskräften in Führungspositionen in Unternehmen oder in Füh-rungspositionen in Institutionen mit wirtschaftsnahen Strukturen. Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf 12 Tandempaare festgelegt.,85190.6
ESF/14-SM-A41-0002/16,105.0,BilSE - Institut für Bildung und Forschung GmbH,18273,22.02.16,31.12.17,Förderung der Gleichstellung der Geschlechter,Zukunft durch Aufstieg - Cross-Mentoring in dem Landkreis Nordwestmecklenburg und der Landeshauptstadt Schwerin zur Erhöhung der beruflichen Aufstiegschancen von weiblichen Führungskräften in Führungspositionen in Unternehmen oder in Füh-rungspositionen in Institutionen mit wirtschaftsnahen Strukturen. Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf 24 Tandempaare festgelegt.,222683.76
ESF/14-SM-A41-0001/15,105.0,Landesfrauenrat Mecklenburg-Vorpommern e.V.,18055,29.10.15,31.07.17,Förderung der Gleichstellung der Geschlechter,"Zeit im Zentrum – Mit dem Projekt sollen neue Impulse für die MV-spezifische Beförde-rung der Gleichstellung von Frauen und Männern sowie der Vereinbarkeit von Er-werbs- und Privatleben hervorgebracht werden, dabei erfolgt eine Fokussierung in den Schwerpunktfeldern:
a.)	Geschlechtsspezifische Zeitverwendung im Lebenslauf:
Generierung MV-spezifischer Befunde und Entwicklung von Handlungsansät-zen und Vorschlägen zur Erfolgsmessung der Umsetzung von Gleichstellung in M-V mit dem Ziel die Angleichung des Arbeitszeitvolumens von Männern und Frauen (bezogen auf Erwerbs- und Familienarbeit) zu befördern,
b.)	Arbeitszeitgestaltung mit dem Fokus auf Zeitautonomie:
Beteiligungsorientierte Entwicklung konkreter Arbeitszeitmanagementlösungen für Betriebe mit Präsenzarbeitsplätzen im Rahmen eines Praxisprojekts und Er-stellung und Bereitstellung einer Expertise zu Arbeitszeitmodellen, Arbeitszeit-organisationen und Zeitautonomieumsetzung für MV-spezifische Branchen und Betriebs- und Organisationsgrößen. Konzeption und Begleitung des Prozesses zur Etablierung einer Arbeitszeitberatung für Betriebe.
c.)	Zeitkonkurrenz(situationen):
Entwicklung und Verbreitung von einfachen, leicht realisierbaren Lösungen für Zeitkonfliktsituationen durch die Erstellung eines Handlungsleitfadens zur Zeit-konkurrenz-Handlungsfeldern und Praxisansätzen sowie Durchführung von Praxistransferworkshops.",431614.34
ESF/14-SM-A41-0006/16,105.0,UdW Gesellschaft für Dienstleistung und Beratung- Unternehmensberatung der Wirtschaft,17033,22.02.16,31.12.17,Förderung der Gleichstellung der Geschlechter,"Umsetzung der Landeskoordinierung für das Programm „Zukunft durch Aufstieg- Mentoring für weibliche Nachwuchsführungskräfte in Mecklenburg-Vorpommern unter Berücksichtigung folgender Aufgaben:1.	Wissenschaftliche Begleitung des Mentoring-Programms
2.	Begleitende Beratung und Steuerung der Projektbeteiligten
3.	Koordination und Vernetzung der regionalen Cross-Mentoring-Projekte
4.	Monitoring und Berichtspflicht
5.	Organisation und Durchführung der Einführungsveranstaltungen für Mentees und Mentoren/Mentorinnen der regionalen Cross-Mentoring-Projekte
6.	Organisation der landesweiten Netzwerkveranstaltungen
7.	Konzeption des Weiterbildungsprogramms auf Landesebene
8.	Qualitätssicherung und Wissenstransfer
9.	Organisation und Durchführung der Arbeitskreise Mentoring
10.	Öffentlichkeitsarbeit",215969.96
ESF/14-SM-A41-0003/15,105.0,Frauenbildungsnetz Mecklenburg-Vorpommern e.V.,18055,16.12.15,31.08.17,Förderung der Gleichstellung der Geschlechter,"Mentoring Kunst – Ziel des Projektes ist Künstlerinnen und Autorinnen in Mecklen-burg-Vorpommern am Beginn ihrer beruflichen Selbstständigkeit durch berufserfah-rene Künstlerinnen mit ihren spezifischen Arbeitsprozessen und – abläufen kompetent in Kunstmarkt und Kulturbetrieb einzuführen und sich als selbstständige Künstle-rinnen auf dem Arbeitsmarkt Kunst zu positionieren. Es soll wirksam zu einer Profes-sionalisierung der teilnehmenden Künstlerinnen auf beruflicher, künstlerischer und wirtschaftlicher Ebene beitragen. Das Projekt setzt sich aus folgenden Elementen zu-sammen:
a)	Mentoring zur Vermittlung eines fachlich fundierten, professionellen Erfah-rungsaustausches
    Die zu erreichende Tandemzahl wird für das Mentoring-Projekt auf mind. 12
    Tandems festgelegt
b)	Durchführung von Fachveranstaltungen zum Themenfeld „Kunstmanagement kompakt – Fachwissen & KnowHow für den Berufsalltag“
c)	Aufbau eines Kompetenznetzwerkes aus Fachleuten und Expert/innen aus Kunstbetrieb und Kunstmarkt",208653.74
ESF/14-SM-A41-0003/16,105.0,Hochschule Neubrandenburg,17033,22.02.16,31.12.18,Förderung der Gleichstellung der Geschlechter,"KarriereStartMentoring in M-V – Erhöhung der Aufstiegschancen und Verbesserung der Vereinbarkeit von Erwerbs- und Privatleben von Studentinnen der Hochschule Neubrandenburg auf dem Weg in Fach- und Führungspositionen durch individuelle Förderung, Beratung und Unterstützung unter Berücksichtigung folgender Maßnah-men: 
a)	Entwicklung und Durchführung von Mentoringprogrammen für Studentinnen aus allen Fachbereichen. 
Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf 15 – 20 Tandempaare pro Durchgang festgelegt.
b)	Schaffung von Rahmenbedingungen und Infrastruktur für das KarriereStartMentoring-Programm
c)	Förderung von Kommunikation, Austausch und Netzwerkbildung unter Studen-tinnen und Hochschulabsolventinnen der Hochschule Neubrandenburg
d)	Bildung von Kooperationen und Netzwerken mit Partner/-innen aus der Wirt-schaft zur Förderung der Karriere von Studentinnen und Hochschulabsolven-tinnen
e)	Aufbau und Betreuung von Mentoringbeziehungen zwischen Studentinnen und Absolventinnen mit Unternehmerinnen und Unternehmern zur Förderung der Karriere von Studentinnen und Hochschulabsolventinnen der Hochschule Neu-brandenburg
f)	Weiterentwicklung und Durchführung von Seminaren, Workshops und Karrie-reberatung
g)	Begleitung, Beratung und Koordination von Tandems
h)	Einbindung des Programms in Strukturen der Hochschule Neubrandenburg 
i)	Kooperation mit der Hochschule Wismar und der Fachhochschule Stralsund
j)	Öffentlichkeitsarbeit",260957.11
ESF/14-SM-A41-0002/15,105.0,Bildungswerk der Wirtschaft Mecklenburg-Vorpommern e.V.,19053,09.11.15,30.09.17,Förderung der Gleichstellung der Geschlechter,"BOGEN – Entwicklung und Erprobung von Girls`Day Werkstätten (GDW)  und JungsWerkstätten (JW) als Modelle zur genderreflektierten Berufs- und Studienord-nung für Schulen in Kooperation mit der Wirtschaft. Im Rahmen des Projektes sollen folgende Ziele erreicht werden:
a.)	Mit der Entwicklung und Erprobung der Modelle GDW und JW sollen Rahmen-bedingungen und Realisierungsfaktoren, u. a. Mobilitätslösungen in Mecklen-burg  und Vorpommern erarbeitet werden.
b.)	Schulleitungen und Lehrkräfte sollen befähigt werden Berufs- und Studienori-entierung genderreflektiert zu konzipieren und durchzuführen mit dem Ziel die GDW und JW nachhaltig in den schulischen Alltag zu implementieren.
c.)	Erarbeitung eines Leitfadens für die Umsetzung einer GDW und JW mit dem Ziel der Übertragbarkeit auf andere Schulen.
d.)	Intensivierung der Netzwerkarbeit zur genderreflektierenden Berufs- und Studi-enorientierung mit dem Ziel  Kooperationen zwischen Schulen und Unterneh-men/Einrichtungen dauerhaft zu entwickeln und gemeinsam genderorientierte Aktivitäten zu gestalten.
e.)	Entwicklung und Durchführung von Weiterbildungsangeboten für Eltern um den Prozess der geschlechterreflektierenden Berufs- und Studienorientierung zu unterstützen.
f.)	Verstetigung der Aktionstage Girls`Day und JungsTag MV",632377.51
ESF/14-SM-A41-0004/16,105.0,Fachhochschule Stralsund,18435,22.02.16,31.12.18,Förderung der Gleichstellung der Geschlechter,"KarriereStartMentoring in M-V –Erhöhung der Aufstiegschancen und Verbesserung der Vereinbarkeit von Erwerbs- und Privatleben für Studentinnen der Fachhochschule Stralsund auf dem Weg in Fach- und Führungspositionen durch individuelle Förde-rung, Beratung und Unterstützung unter Berücksichtigung der folgenden Maßnahmen:  
a)	Entwicklung und Durchführung von Mentoringprogrammen für Studentinnen aus allen Fachbereichen. 
Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf 15 – 20 Tandempaare pro Durchgang festgelegt.
 b)	Entwicklung und Durchführung eines Seminar- und Workshopangebotes für Mentees zum Ausbau von Schlüsselkompetenzen und/oder zur Entwicklung persönlicher Karrierestrategien und Führungskompetenzen
c)	Nachhaltige Vernetzung durch Förderung von Kommunikation, Austausch und Netzwerkbildung unter Studentinnen und Hochschulabsolventinnen (Mentee-Gruppen)
d)	Beratungsangebot für Bachelorstudentinnen beim Übergang zum Master sowie individuelle Beratungen für Mentees zu Fragen der Karrierestartes
e)	Aufbau von Mentoringbeziehungen mit Unternehmerinnen und Unternehmern aus der Wirtschaft zur Förderung der Karriere von Studentinnen der Fachhoch-schule Stralsund
f)	Begleitung, Beratung und Koordination von Tandems
g)	Einbindung des Programms in Strukturen der Fachhochschule Stralsund 
h)	Kooperation mit der Hochschule Neubrandenburg und der Hochschule Wismar
i)	Öffentlichkeitsarbeit",224991.83
ESF/14-SM-A41-0006/15-A01,105.0,Ernst-Moritz-Arndt-Universität Greifswald,17487,19.01.16,31.12.18,Förderung der Gleichstellung der Geschlechter,"KarriereWegeMentoring – Erhöhung der Aufstiegschancen und Verbesserung der Vereinbarkeit von Erwerbs- und Privatleben für Frauen aus dem Wissenschaftskontext der Ernst-Moritz-Arndt Universität Greifswald in Kooperation mit der Universität Rostock durch folgende Maßnahmen:
a)	Entwicklung und Durchführung von Mentoringprogrammen für die Zielgruppen:
-	Postdoktorandinnen und Juniorprofessorinnen
-	Doktorandinnen
-	Peer-Mentoring: „Option Promotion“
Die zu erreichende Tandemzahl wird für die Mentoring-Programme folgendermaßen festgelegt:
 a.	Doktorandinnen-Mentoring: 		mind. 30 Tandems
b.	Postdoktorandinnen-Mentoring: 	mind. 20 Tandems
c.	Peer-Mentoring: 			mind. 20 Teilnehmerinnen
b)	Entwicklung, Konzeption und Durchführung von Befragungen und Veranstaltungen zur Vereinbarkeit von Familie und Beruf
c)	Durchführung von Veranstaltungen zur Karriereorientierung
d)	Aufbau einer Fachstelle für Mentoring M-V als Beratungsservice für Mentoring-Akteurinnen 
e)	Entwicklung eines Alumnae-Konzeptes zur langfristigen Nutzung von Mentoring-Netzwerken und Einbindung der Alumnae in strategische Aufgaben zur Weiterentwicklung von Konzepten in dem Bereich Mentoring oder Verbesserung der Vereinbarkeit; sowie Unterstützung bei der inhaltlichen Umsetzung von Informations- und Auftaktveranstaltungen",571652.54
ESF/14-SM-A41-0011/16,105.0,Institut für Sozialforschung und berufliche Weiterbildung gGmbH Neustrelitz,17235,09.08.16,31.10.18,Förderung der Gleichstellung der Geschlechter,"Selbstverständnis Engeltgleichheit - Ziel des Projektes ist es, einen konkreten Beitrag zum Abbau von Entgeltungleichheit von Frauen und Männern in Mecklenburg-Vorpommern zu leisten. Dazu werden Fragen von Entgeltgleichheit untersucht und Wege aufgezeigt, einer bestehenden Entgeltungleichheit entgegenzuwirken. Durch unterschiedliche und zugleich miteinander verzahnte Aktivitäten wird das Themenfeld so bearbeitet, dass nicht nur ein stärkeres Bewusstsein für Ursachen und Folgen von Entgeltdiskriminierung entsteht, sondern auch praxisnahe Strategien auf dem zu einer diskriminierungsfreien Vergütung greifen.Daraus ergeben sich folgende Teilziele:
1.  Zusammenarbeit mit:	
o Unternehmen in Mecklenburg-Vorpommern
o Gewerkschaften, Betriebsratmitglieder
o Unternehmensverbände
o Industrie- und Handelskammern, Handwerkskammern,
   LIGA der Spitzenverbände
o Gleichstellungsbeauftragten, Migrationsbeauftragten
o Netzwerke und Arbeitskreise, Gremien auf Landes- und 
    kommunaler Ebene im Hinblick auf Entgeltgleichheit
           mit dem Ziel die o. g. Zielgruppen für das Thema Entgeltgleichheit und 
          - transparenz zu sensibilisieren.
2.  Erarbeitung und Erprobung einer Broschüre „Türöffner Entgelt“ zur Ansprache von Unternehmen zum Thema „Entgeltgleichheit“ mit folgenden Inhalten:
o Nationale und internationale Erfahrungen zur Umsetzung der 
   Entgeltgleichheit
o Checklisten und Instrumente zur Selbstevaluation
o Praxisbeispiele und Erfahrungsberichte von Unternehmen
...",292459.79
ESF/14-SM-A41-0009/16,105.0,Bildungswerk der Wirtschaft gGmbH,19417,15.04.16,31.12.17,Förderung der Gleichstellung der Geschlechter,Zukunft durch Aufstieg - Cross-Mentoring in den Regionen Rostock und Landkreis Rostock zur Erhöhung der beruflichen Aufstiegschancen von weiblichen Führungs-kräften in Führungspositionen in Unternehmen oder in Führungspositionen in Institu-tionen mit wirtschaftsnahen Strukturen. Die zu erreichende Tandemzahl wird für das Mentoring-Programm auf mindestens 13 Tandempaare festgelegt.,158278.47
ESF/14-SM-A51-0328/16,106.0,"""Augustenstift zu Schwerin, Evangelische Altenhilfe- und  Pflegeeinrichtungen""",19053,27.05.16,26.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,200.0
ESF/14-SM-A51-0329/16,106.0,"""Augustenstift zu Schwerin, Evangelische Altenhilfe- und  Pflegeeinrichtungen""",19053,27.05.16,26.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1200.0
ESF/14-SM-A51-0009/16,106.0,"""Autohaus Triebler"" Inhaber Jean Triebler e.Kfm.",18311,10.12.15,09.12.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4200.0
ESF/14-SM-A51-0064/15,106.0,"""Die Insel"" e.V.",23936,21.04.15,30.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2440.0
ESF/14-SM-A51-0223/16,106.0,"""Die Insel"" e.V.",23936,14.03.16,13.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3666.6
ESF/14-SM-A51-0405/15,106.0,"""Die Veranda"" Inhaberin Elisabeth Wilts e.Kfr.",18374,24.09.15,23.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,480.0
ESF/14-SM-A51-0416/16,106.0,"""EIKBOOM"" Gesellschaft mit beschränkter Haftung",18069,29.06.16,28.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1600.0
ESF/14-SM-A511-0017/16,106.0,"""Schweriner Aus- und Weiterbildungszentrum"" (SAZ) e.V.",19057,17.05.16,28.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,2409.99
ESF/14-SM-A51-0270/16,106.0,"""WINDPARKSERVICE GmbH""",17034,04.04.16,03.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,10200.0
ESF/14-SM-A511-0001/16,106.0,abc Bau Ausbildungscentrum der Bauwirtschaft Mecklenburg-Vorpommern GmbH,18069,11.01.16,08.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,17327.5
ESF/14-SM-A51-0244/16,106.0,ABS Asphalt-Beton-Service GmbH & Co. KG,24568,22.03.16,21.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,350.0
ESF/14-SM-A51-0293/15,106.0,Actemium H&F GmbH,18196,18.08.15,17.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1440.0
ESF/14-SM-A51-0277/15,106.0,Actemium H&F GmbH,18196,07.08.15,06.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1600.0
ESF/14-SM-A51-0378/15,106.0,Actemium H&F GmbH,18196,02.10.15,01.10.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,7920.0
ESF/14-SM-A51-0236/16,106.0,ADTRAN GmbH,80636,07.04.16,06.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,50037.35
ESF/14-SM-A511-0011/15,106.0,AFW Arbeitsförderungs- und Fortbildungswerk GmbH,18147,13.08.15,07.09.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3929.0
ESF/14-SM-A51-0118/15,106.0,AFZ Aus- und Fortbildungszentrum Rostock GmbH,18069,05.05.15,20.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,665.0
ESF/14-SM-A511-0016/15,106.0,AFZ Aus- und Fortbildungszentrum Rostock GmbH,18069,18.09.15,30.11.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4204.01
ESF/14-SM-A511-0005/15,106.0,AGENTUR DER WIRTSCHAFT Gesellschaft für Personalentwicklung und Personalintegration (ADW) mbH,19055,13.08.15,09.12.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,197760.01
ESF/14-SM-A51-0492/15,106.0,Agnes Pflege GmbH,18273,11.12.15,10.12.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,120.0
ESF/14-SM-A51-0150/16,106.0,ALBAKOM GmbH,18119,09.06.16,24.02.18,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,9390.0
ESF/14-SM-A51-0501/15,106.0,Allesreinigung Waldemar Sperber - ARS Cleaner & Security GmbH,18196,04.11.15,03.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,8400.0
ESF/14-SM-A51-0363/16,106.0,Alpenland Pflege- und Altenheim Betriebsgesellschaft GmbH & Co. KG,87527,08.06.16,07.06.18,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1600.0
ESF/14-SM-A51-0069/16,106.0,Alpenland Pflege- und Altenheim Betriebsgesellschaft GmbH & Co. KG,87527,15.01.16,14.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,4880.0
ESF/14-SM-A51-0398/15,106.0,ALSTOM Grid Messwandler GmbH,19288,21.09.15,20.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1305.0
ESF/14-SM-A51-0213/15,106.0,ALSTOM Grid Messwandler GmbH,19288,26.06.15,30.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,5220.0
ESF/14-SM-A51-0307/15,106.0,AMAS-Anlagenbau GmbH,19294,17.08.15,16.08.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,7295.0
ESF/14-SM-A51-0169/16,106.0,AMAS-Anlagenbau GmbH,19294,08.03.16,07.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,9350.0
ESF/14-SM-A51-0180/16,106.0,"AMAS-Engineering GmbH (AMAS- Automatisation, Maschinenbau, Anlagenbau, Service)",19294,08.03.16,07.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,11050.0
ESF/14-SM-A51-0232/15,106.0,Ambulanter Lewitz-Pflegedienst Birgit Rütz GmbH,19086,30.06.15,30.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,6516.0
ESF/14-SM-A51-0105/16,106.0,Ambulanter Lewitz-Pflegedienst Birgit Rütz GmbH,19086,26.01.16,25.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,6930.0
ESF/14-SM-A51-0267/16,106.0,Angela Kögler Pflegedienst Ostsee,18209,04.04.16,03.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,1395.0
ESF/14-SM-A51-0468/15,106.0,Anke Schmiedgen - Praxis für physikalische Therapie,17379,03.11.15,02.11.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3600.0
ESF/14-SM-A51-0207/16,106.0,Anke Wagemann - Physiotherapeutische Praxis,17109,07.03.16,06.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3600.0
ESF/14-SM-A51-0389/16,106.0,ANKER Sozialarbeit Gemeinnützige GmbH,19057,23.06.16,22.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,3110.0
ESF/14-SM-A51-0230/16,106.0,Annett Mohr - Physiotherapie Mohr,18299,11.03.16,10.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,405.0
ESF/14-SM-A51-0384/15,106.0,Antje Düwel - Physiotherapie,23923,22.09.15,21.09.16,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,600.0
ESF/14-SM-A51-0194/16,106.0,Antje Düwel - Physiotherapie,23923,07.03.16,06.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,600.0
ESF/14-SM-A51-0218/16,106.0,APN Allgemeine Personal und Dienstleistungen Nord GmbH,18146,07.03.16,06.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,300.0
ESF/14-SM-A51-0405/16,106.0,Arbeiter-Samariter-Bund Landesverband Mecklenburg-Vorpommern - eingetragener Verein - (e.V.),18109,07.07.16,06.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,9450.0
ESF/14-SM-A51-0037/15,106.0,Arbeiterwohlfahrt-Sozialdienst gGmbH Demmin,17153,17.04.15,13.04.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,224.0
ESF/14-SM-A51-0141/15,106.0,Arbeiterwohlfahrt-Sozialdienst gGmbH Demmin,17153,19.05.15,31.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,8820.0
ESF/14-SM-A51-0248/16,106.0,Arbeiterwohlfahrt-Sozialdienst gGmbH Demmin,17153,30.03.16,29.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,8820.0
ESF/14-SM-A51-0057/15,106.0,arcona Hotel Baltic GmbH,18439,23.04.15,29.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,617.0
ESF/14-SM-A51-0391/16,106.0,arcona Hotel Stadt Hamburg GmbH,18055,25.07.16,24.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,380.0
ESF/14-SM-A51-0403/16,106.0,arcona Management GmbH,18055,21.06.16,20.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,119.0
ESF/14-SM-A51-0031/16,106.0,arcona Management GmbH,18055,18.01.16,17.01.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,257.0
ESF/14-SM-A51-0306/16,106.0,arcona Management GmbH,18055,11.05.16,10.05.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,269.0
ESF/14-SM-A51-0229/16,106.0,arcona Management GmbH,18055,11.03.16,10.03.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,397.0
ESF/14-SM-A51-0231/15,106.0,arcona Management GmbH,18055,26.06.15,06.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,420.0
ESF/14-SM-A51-0160/16,106.0,arcona Management GmbH,18055,23.02.16,22.02.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,437.0
ESF/14-SM-A51-0376/16,106.0,arcona Management GmbH,18055,10.06.16,09.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,675.0
ESF/14-SM-A51-0427/16,106.0,ars publica marketing GmbH,18528,25.07.16,24.07.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,159.0
ESF/14-SM-A51-0368/16,106.0,ars publica marketing GmbH,18528,10.06.16,09.06.17,Förderung der Anpassungsfähigkeit der Beschägtigten und Unternehmen an den Wandel,Bildungsschecks,636.0
