Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
53691,"Reparatii capitale si sporirea gradului de confort termic la Scoala Generala cu Clasele I-VIII CURTISOARA, Judetul Olt",Uat Comuna Curtisoara,Sud Vest,Olt,Curtisoara,430190,65794,10122,169920,676026,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53692,Reabilitare campus scolar Scoala de Arte si Meserii  Grup Scolar Industrial “Constantin Brancoveanu  Baia de Arama’’,UAT Baia de Arama,Sud Vest,Mehedinti,Baia de Arama,9520163,1456025,224004,7863088,19063280,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53071,Infiintare si modernizare Scoala de arte si meserii - FIerbinti,UAT Fierbinti-Targ,Sud ,Ialomita, Fierbinti-Targ,11362439,1737636,267500,2589702,15957277,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53432,"""Reabilitare unitate de invatamant - scoala si gradinita in loc. Milova, comuna Conop, jud.Arad""",Comuna Conop,Vest,Arad, Conop,241252,36897,5677,352929,636754,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54138,Reabilitare si modernizare scoala Generala cu clasele I-VIII Galsa,Comuna siria,Vest,Arad, Siria,516988,79069,12164,35560,643781,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54137,Reabilitare si modernizare scoala Generala cu clasele I-VIII Dieci,Comuna Dieci,Vest,Arad, Dieci,515306,78812,12125,5208,611451,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53356,"""Reabilitare Scoala Generala clasele I-VIII, Comuna Sintea Mare""",Comuna Sintea Mare,Vest,Arad, Sintea Mare,851279,130196,20030,596163,1597668,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53497,"Reabilitare Scoala Generala Raci, sat Condeiesti, comuna Negomir, judetul Gorj",UAT Negomir,Sud Vest,Gorj, Negomir,463148,70834,10898,55180,600060,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53347,"Extindere Scoala generala Lopadea Noua, Com. Lopadea Noua, jud. Alba",Comuna Lopadea Noua,Centru,Alba, Lopadea Noua,275899,42196,6492,317599,642187,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52266,"LUCRaRI DE REABILITARE sCOALA GENERALa CRaIEsTI (CONTRUIRE TEREN DE SPORT, CENTRALa TERMICa, VESTIARE sI GRUPURI SANITARE)",Comuna Craiesti,Centru,Mures, Craiesti,746024,114098,17554,114629,992304,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53492,"""Extindere scoala araci""","Consiliul Local Valcele, judetul Covasna",Centru,Covasna,Valcele,909253,139177,22161,376679,1447270,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
52977,Modernizare sala de sport cu 300 de locuri la Liceul tehnologic Petrol Moreni,UAT Municipiul Moreni,Sud ,Dambovita,Moreni,2215674,338868,52134,2245070,4851745,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53102,Ferma Grup Scolar Agricol,UAT Municipiul Alexandria,Sud ,Teleorman,Alexandria,13192691,2017706,310416,824835,16345649,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53116,"Reabilitare Scoala Generala Mihail Campeanu, Comuna Batos, Sat De-drad, nr. 46, Jud. Mures",UAT Comuna Batos,Centru,Mures,Batos,861705,131790,20275,313302,1327073,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53360,Inlocuire tamplarie la Colegiul National I.L. Caragiale,UAT Municipiul Ploiesti,Sud ,Prahova,Ploiesti,3261869,498874,76750,221219,4058712,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53464,"Reabilitare si modernizare cladire Scoala cu clasele I-VIII, comuna Nana, judetul Calarasi","UAT Comuna Nana
Scoala cu clasele I-VIII Nana",Sud ,Calarasi,Nana,518007,79225,12188,64772,674192,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53486,"Reabilitare si modernizare cladire Scoala gimnaziala nr 1 din comuna Curcani, judetul Calarasi","UAT Comuna Curcani
Scoala gimnaziala nr 1 Curcani",Sud ,Calarasi,Curcani,529365,80962,12456,67199,689981,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53521,Sistematizare verticala si amenajari exterioare la Liceul Tehnologic Puskas Tivadar in Municipiul Sfantu Gheorghe,"UAT Municipiul Sfantu Gheorghe, judetul Covasna",Centru,Covasna,Sfantu Gheorghe,395482,60485,9305,1086142,1551414,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53523,Sistematizare verticala si amenajari exterioare la Liceul Teoretic Mikes Kelemen din Municipiul Sfantu Gheorghe,"UAT Municipiul Sfantu Gheorghe, judetul Covasna",Centru,Covasna,Sfantu Gheorghe,356829,54574,8396,556738,976537,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53524,"Reabilitarea, modernizarea cladirilor Liceului Tehnologic Kos Karoly din Municipiul Sfantu Gheorghe","UAT Municipiul Sfantu Gheorghe, judetul Covasna",Centru,Covasna,Sfantu Gheorghe,905096,138426,21296,2957528,4022347,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53682,Reabilitare Grup Scolar ICM George Bibescu Craiova ca scoala de arte meserii,"UAT Municipiul Craiova, 
Grup Scolar ICM George Bibescu Craiova",Sud Vest,Dolj,Craiova,10912213,1668927,256758,2118282,14956180,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53826,Reabilitare scoala generala comuna Tatarani,UAT Comuna Tatarani,Sud ,Dambovita,Tatarani,487094,74497,11461,86350,659401,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53947,"Consolidare, reabilitare si extindere Scoala cu clasele I-VIII NR. 1 Orasul Pantelimon, judetul Ilfov",UAT Pantelimon,Bucuresti Ilfov,Ilfov,Pantelimon,10266193,1570124,241557,1110790,13188664,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54069,"Reabilitare scoala cu clasele I-VIII comuna Cornesti, sat Cornesti, jud Dambovita",UAT Comuna Cornesti,Sud ,Dambovita,Cornesti,497045,76019,11695,86883,671642,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54110,"Reabilitare pentru cresterea eficientei energetice a scolii primare nr. 5, satul Poiana lui Stanga, comuna Vanatorii Mici, jud. Giurgiu",UAT Vanatorii Mici,Sud ,Giurgiu,Vanatorii Mici,433676,66327,10204,17029,527237,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53635,"""Reabilitare Scoala Gimnaziala ""Maria Brindea"" din Comuna Pesac, judetul Timis""",Comuna Pesac,Vest,Timis,Pesac,497080,75965,11754,35000,619800,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54164,"Reabilitare cladire ""scoala Primara Peciu Nou""",Comuna Peciu Nou,Vest,Timis,Peciu Nou,433532,66254,10252,85000,595037,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53835,"""Reabilitare Scola gimnaziala ""Sorin Leia"" in satul Colonia Fabricii nr.14, comuna Tomesti, judetul Timis""",Comuna Tomesti,Vest,Timis,Tomesti,483684,73918,11438,35000,604040,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53637,"""Reabilitare Scoala Gimnaziala  ""Theodor Bucurescu"" nr.1 din Orasul Sannicolau Mare, judetul Timis""",Orasul Sannicolau Mare,Vest,Timis,Sannicolau Mare,485467,74191,11480,74000,645138,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53638,"""Reabilitare Liceu Teoretic ""ioan Jebelean"" din Orasul Sannicolau Mare, judetul Timis""",Orasul Sannicolau Mare,Vest,Timis,Sannicolau Mare,499238,76295,11806,74000,661339,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54028,"""Extindere scoala Mosnita Veche""",UAT Comuna Mosnita Veche,Vest,Timis,Mosnita Noua,481899,73702,11339,62924,629864,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53470,"Reabilitare si modernizare cladire Scoala cu clasele I-VIII, comuna Luica, judetul Calarasi","UAT Comuna Luica
Scoala Luica",Sud ,Calarasi,Luica,519901,79514,12233,65428,677076,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53434,"“Reabilitare scoala cu clasele I-VIII si construire grupuri sanitare localita-tea Berghin, Comuna Berghin Judetul Alba”","Comuna Berghin, judetul Alba",Centru,Alba,Berghin,117017,17934,3000,508597,646547,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
53636,"""Reabilitare Liceu Tehnologic ""Cristofor Nako"" din Orasul Sannicolau Mare, judetul Timis""",Orasul Sannicolau Mare,Vest,Timis,Sannicolau Mare,499384,76318,11809,74000,661510,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54027,"""Extindere scoala Mosnita Noua""",UAT Comuna Mosnita Noua,Vest,Timis,Mosnita Noua,481281,73608,11324,63484,629697,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54144,"Reabilitare scoala gimnaziala Gemeni din comuna Dirvari, judetul Mehedinti",UAT Comuna Dirvari,Sud Vest,Mehedinti,Darvari,417030,63781,9812,66878,557502,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
54129,"Reabilitare scoala gimnaziala, comuna Dumbrava, judetul Mehedinti",UAT Comuna Dumbrava,Sud Vest,Mehedinti,Dumbrava,442352,67654,10408,69258,589672,Axa Prioritara 3 Imbunatatirea infrastructurii sociale,"Domeniul Major de Interventie 3.4 Reabilitarea /modernizarea/ dezvoltarea si echiparea infrastructurii educationale preuniversitare, universitare si a infrastructurii pentru formare profesionala continua "
