Begünstigte/r,Maßnahmebezeichnung,Jahr der Bewilligung / Jahr der Restzahlung,Bewilligte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
"SOWI - Sozialwirtschaftliche Fortbildungsgesellschaft
mbH Strausberg",Bildungsscheck,2010,,"500,00"
"SOWI - Sozialwirtschaftliche Fortbildungsgesellschaft
mbH Strausberg",Bildungsscheck,2013,,"1.000,00"
"SOWI - Sozialwirtschaftliche Fortbildungsgesellschaft
mbH Strausberg","Sozialpädagogische Begleitung von Teilnehmenden durch individuelle Begleitung und
Betreuung während der theoretischen und pratischen Ausbildung sowie im ersten
Jahr der sozialversicherungspflichtigen Beschäftigung",2012,"84.986,74",
SOWI Strausberg GmbH,Erstausbildung zum Altenpfleger/zur Altenpflegerin,2010,,"146.510,00"
SOWI Strausberg GmbH,Erstausbildung zum Altenpfleger/zur Altenpflegerin,2011,,"251.459,00"
SOWI Strausberg GmbH,Erstausbildung zum Altenpfleger/zur Altenpflegerin,2012,,"259.051,20"
SOWI Strausberg GmbH,Erstausbildung zum Altenpfleger/zur Altenpflegerin,2013,,"281.056,93"
Soziale Stadt Potsdam e.V.,"PROJEKTLADEN DREWITZ - Niedrigschwellige Angebote für mehr Teilnahme am
sozialen Leben",2013,,"155.493,94"
Soziale Stadt Potsdam e.V.,"Bürgerstadt Drewitz -  Stärkung des Einzelnen, Stärkung der Strukturen,
systematische Beteiligung",2012,"182.810,22",
Soziale Stadt Potsdam e.V.,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"16.200,00",
"Soziale- und Gesundheitsdienstleistungen Marica
Püschel",Qualifizierung in kleinen und mittleren Unternehmen - Qualitätsmanagement,2012,,"2.320,00"
Soziale Vielfalt e.V. Cottbus,"Erwerb von Alltagskompetenzen für Inhaftierte in wohgruppenähnlichen Strukturen,
Befähigung zu mehr Selbständigkeit und Eigenverantwortung",2013,,"57.205,76"
Soziale Vielfalt e.V. Cottbus,Zukunft - ein Projekt für alleinerziehende Mütter und Väter,2012,"176.850,87",
Soziale Vielfalt e.V. Cottbus,Teilprojekt Regionalbudget Cottbus,2010,"70.288,61",
Soziale Vielfalt e.V. Cottbus,Teilprojekt Regionalbudget Cottbus,2010,"113.659,70",
Soziale Vielfalt e.V. Cottbus,Teilprojekt Regionalbudget Spree-Neiße,2011,"15.697,00",
Sozialer Eigenbetrieb Storkow,Teilprojekt Regionalbudget Oder-Spree,2011,"77.090,00",
Spartakus Dienstleistungen Inh.: David Manteuffel,Bildungsscheck,2012,,"1.821,01"
Spartakus Dienstleistungen Inh.: David Manteuffel,Bildungsscheck,2012,,"2.308,70"
SPB Behördenverlag GmbH,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"13.950,00",
"Specht, Simone Übungsleiterin",Qualifizierung in kleinen und mittleren Unternehmen - Entspannungspädagoge,2013,,"1.393,00"
"Specht, Simone Übungsleiterin",Qualifizierung in kleinen und mittleren Unternehmen -Yogalehrer,2014,,"2.450,00"
Spedition Hilse,Qualifizierung in kleinen und mittleren Unternehmen - MAG Schweißen,2009,,"865,20"
Spedition Hilse,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"6.318,00",
Spedition Hilse,"Qualifizierung in kleinen und mittleren Unternehmen -Effiziente Kommunikation,
Vorbereitung Fachkundeprüfung IHK Güterkraftverkehr, Mitarbeiterführung",2014,"2.725,80",
Spedition Pruschke GmbH,"Qualifizierung in kleinen und mittleren Unternehmen -Schulung HACCP (Hazard
Analysis and Critical Control Points) und IFS (IFS Food Standard)",2014,,"6.902,00"
Spedition Rüdiger Erdmann,"Qualifizierung in kleinen und mittleren Unternehmen - Schulung Wa(h)re Herzlichkeit -
Kundenbetreuung",2010,,"1.078,00"
"Speed Media Line, Agentur für Marketing & Vertrieb",Teilprojekt Regionalbudget Oberhavel,2011,"9.135,00",
SPEMA Spezialmaschinenbau und Ausbildung GmbH,"Beschäftigung von Werkstudierenden im Rahmen eines betrieblichen
Innovationsprojektes",2014,"7.470,00",
Sperber Gerhard Network Marketing,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"19.530,00",
"Sperling, Wolfgang Büro-und Objekteinrichtungen","Qualifizierung in kleinen und mittleren Unternehmen -Einführung der
Büroplanungssoftware p.Con.planner 6",2014,,"2.777,60"
Spezialfutter Neuruppin GmbH& Co KG,Qualifizierung in kleinen und mittleren Unternehmen -Polnisch Erweiterungskurs,2014,,"1.745,62"
Spezialfutter Neuruppin GmbH& Co KG,Qualifizierung in kleinen und mittleren Unternehmen -Polnisch Grundkurs,2013,,"2.016,00"
Spezialfutter Neuruppin GmbH& Co KG,"Beschäftigung einer Innovationsassistentin bzw. eines Innovationsassistenten im
Bereich: Optimierung von Futtermitteln",2013,"29.075,10",
SphingoTec GmbH,"Qualifizierung in kleinen und mittleren Unternehmen -Workshop ""Eine professionelle
Website mit WordPress""",2014,,"545,86"
SphingoTec GmbH,"Qualifizierung in kleinen und mittleren Unternehmen -ViFlow Basics & ViFlow QMH
Special Software",2014,,"896,00"
SphingoTec GmbH,"Beschäftigung von Werkstudierenden im Rahmen eines betrieblichen
Innovationsprojektes",2013,"7.470,00",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH","Standfest - Trotz Pflege im Beruf - Etablierung einer Anlauf- und Beratungsstelle zur
besseren Vereinbarkeit von Pflege und Beruf in Cottbus.",2013,,"27.148,51"
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",Regionalbudget V Landkreis Märkisch-Oderland Teilprojekt : JULA - JobChance 2012,2014,,"134.583,50"
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH","Janus - Seelow 2012 - Individuelle Förderung der Teilnehmerinnen, die Vorbereitung
auf die Aufnahme einer adäquaten Ausbildung bzw. Weiterbildung und eine
realistische Reintegration in das Berufsleben sowie die nachhaltige Vermittlung in
Arbeit und Ausbildung",2014,,"146.385,92"
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH","Alleinerziehende und junge Eltern bis 40 Jahre sollen bei der Strukturierung des
Alltags, der Organisation von Unterstützungs- u. Entlastungsmöglichkeiten sowie bei
der Erlangung von notwendigen Qualifikationen unterstützt werden.",2013,"141.167,00",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH","JULA- JobChance 2013 Einstieg in eine sozialversicherungspflichtige Arbeit bzw.
Ausbildung",2013,"135.574,29",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",Verbundausbildung - Verfahrensmechaniker der Steine und Erden,2013,"165.854,49",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",QuAB - Qualifizierung in Ausbildung und Beruf,2013,"142.129,67",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",JOBCHANCE 2 - Eine Maßnahme für alleinerziehende Mütter und Väter,2014,"163.540,94",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",Teilprojekt Regionalbudget Märkisch-Oderland,2010,"149.633,95",
"SPI Ausbildung & Qualifizierung Berlin-Brandenburg
gGmbH",Teilprojekt Regionalbudget Märkisch-Oderland,2011,"135.507,79",
Spiel-Bau GmbH,"Beschäftigung von Werkstudierenden im Rahmen eines betrieblichen
Innovationsprojektes",2013,"7.470,00",
Spiering & Spiering GmbH,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"9.812,40",
"Sport & Fitness Center SAKURA GbR Reinhard
Jung, Rainer Kappert","Qualifizierung in kleinen und mittleren Unternehmen - Ernährungs-
Gesundheitsseminar",2012,,"764,71"
Sport- und Bildungszentrum Lindow (Mark) gGmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Mitarbeiter Qualifizierung -
Qualitätsgütesiegel",2012,,"8.645,00"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2010,,"499,50"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2010,,"499,50"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2012,,"499,50"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2011,,"500,00"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2011,,"500,00"
Sport- und Wellness Akademie ViaVital Ulrich Pötter,Bildungsscheck,2011,,"500,00"
Sportclub Potsdam e.V - SC Potsdam e.V.,"Verbundausbildung - Ausbildung zum Sport- und Fitnesskaufmann, 1. Lehrjahr",2010,,"945,00"
Sportclub Potsdam e.V - SC Potsdam e.V.,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"6.058,80",
Sporthaus B. Reinke GmbH,Qualifizierung in kleinen und mittleren Unternehmen - Business Englisch,2013,,"2.082,50"
Sportstudio Medic 2000 GbR in Spremberg,"Qualifizierung in kleinen und mittleren Unternehmen -Ernährungsberaterin /
Fitnesstrainer B-Lizenz",2014,,"1.855,00"
"Sprachenatelier Berlin , Institut für Sprachen und
Kultur [isk] GmbH",Bildungsscheck,2012,,"483,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Übungstätigkeiten zur Vorbereitung auf die Abschlussprüfung,2010,,"380,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Übungstätigkeiten in Vorbereitung auf die Abschlussprüfung,2012,,"380,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH","Verbundausbildung - Praktische Übungen im Rahmen der Vorbereitung auf die
Abschlussprüfung Teil 2 Anlagenmechaniker/Instandhaltung",2009,,"860,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Vorbereitung auf die Abschlussprüfung,2011,,"860,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Übungstätigkeiten zur Vorbereitung auf die Abschlussprüfung,2010,,"1.000,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH","Verbundausbildung - Vermittlung von Kernqualifikationen für die Ausbildung zum
Anlagenmechaniker",2012,,"1.620,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH","Verbundausbildung - Vermittlung Kernqualifikationen für Ausbildung zum
Anlagenmechaniker/Instandhaltung",2010,,"1.880,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Anlagenmechaniker,2012,,"2.040,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH","Verbundausbildung - Basisqualifikation: Lichtbogenhandschweißen, Gasschweißen,
Lötlehrgang",2010,,"2.560,00"
"SpreeGas Gesellschaft für Gasversorgung und
Energiedienstleistung mbH",Verbundausbildung - Kernqualifikationen und berufsspezifische Fachqualifikation,2012,,"2.740,00"
Spreewald Therme GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Englisch im Geschäftsalltag
gemäß dem Angbot der IHK-Projektgesellschaft",2013,,"10.035,20"
Spreewald Therme GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Coaching und Training von
Führungskräften und Mitarbeitern",2013,,"13.104,00"
Spreewälder Arzneimittel GmbH,Allgemeine Verbundausbildung - Ausbildung in instrumentelle Analytik,2012,,"480,00"
Spreewälder Arzneimittel GmbH,Allgemeine Verbundausbildung - Chemielaborant/in,2012,,"500,00"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2012,,"305,20"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2011,,"330,75"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2011,,"330,75"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2010,,"353,50"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2011,,"367,50"
"Sprengnetter Akademie, Gesellschaft des
bürgerlichen Rechts",Bildungsscheck,2012,,"381,50"
"Springborn, Jörg Versicherungsmakler Jörg
Springborn","Qualifizierung in kleinen und mittleren Unternehmen -Professionelle Kommunikation
und Gesprächsführung",2014,,"791,35"
"Springer, Antje Beratungsdienstleistungen /
Projektmanag","Qualifizierung in kleinen und mittleren Unternehmen -Fachberater Passivhausbau
(TÜV) mit TIC-Zertifikat (TÜV International Certification)",2014,,"1.715,00"
"SSB-Anlagentechnik Inh. Thomas Calliebe, Dahlwitz-
Hoppegarten","Allgemeine Verbundausbildung - Steuerungs- und Messtechnik, Elektronik,
Grundlagen Digitaltechnik u. a.",2013,,"2.720,00"
SSG Senioren Service GmbH,Teilprojekt Regionalbudget Oberhavel,2011,"6.660,00",
SSI am Alex Institut für Tourismus und Marketing,Bedarfsorientierte Fortbildung mit Beschäftigungsintegration für Langzeitarbeitslose,2014,,"97.316,67"
SSI am Alex Institut für Tourismus und Marketing,Teilprojekt Regionalbudget Oberhavel,2011,"186.168,01",
SSI am Alex Institut für Tourismus und Marketing,Teilprojekt Regionalbudget Oberhavel,2010,"155.102,06",
SSI am Alex Institut für Tourismus und Marketing,Teilprojekt Regionalbudget Oder-Spree,2010,"181.685,75",
SSI am Alex Institut für Tourismus und Marketing,Teilprojekt Regionalbudget Oder-Spree,2011,"165.511,50",
SSK Security GmbH Schwarzheide,"Qualifizierung in kleinen und mittleren Unternehmen - Personalcheck zur
Fachkräftesicherung",2009,,"1.575,00"
SSK Security GmbH Schwarzheide,"Qualifizierung in kleinen und mittleren Unternehmen -Zeit-und
Selbstmanagement,Führung Mitarbeitergespräche",2013,,"2.380,00"
SSK Security GmbH Schwarzheide,"Qualifizierung in kleinen und mittleren Unternehmen - Schulung integriertes
Managementsystem, Personalentwicklung, Mitarbeitergespräche, schwierige
Mitarbeiter, praktische Personalarbeit",2012,,"3.570,00"
SSK Security GmbH Schwarzheide,"Qualifizierung in kleinen und mittleren Unternehmen - Business Englisch,
Telefontraining",2010,,"3.728,00"
SSK Security GmbH Schwarzheide,"Qualifizierung in kleinen und mittleren Unternehmen -Rhetorik für Führungskräfte im
Vertrieb, Erfolgreich führen-auch wenn es eng",2014,"4.361,00",
ST Gebäudetechnik GmbH,Verbundausbildung - Mechatroniker für Kältetechnik,2011,,"180,00"
ST Gebäudetechnik GmbH,"Verbundausbildung - Hartlötlehrgang, Prüfungsvorbereitung, Grundlagen
Elektrotechnik",2010,,"580,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Installieren von Systemkomponenten und
Netzwerken, Analysieren von Fehlern und Instandhaltung von Geräten und Systemen,
Konzipieren von Systemen, Installieren und Inbetriebnehmen von
Energieumwandlungssystemen und ihren Leiteinrichtungen, Aufstellen und
Inbetriebnehmen von Geräten, Installieren und Konfigurieren von Gebäudeleit- und
Fernwirkeinrichtungen",2014,,"580,00"
ST Gebäudetechnik GmbH,Verbundausbildung - Grundlagenausbildung Mechatroniker für Kältetechnik,2011,,"660,00"
ST Gebäudetechnik GmbH,"Verbundausbildung - Anlagenmechaniker für Sanitär- , Heizungs- und Klimatechnik",2011,,"700,00"
ST Gebäudetechnik GmbH,Allgemeine Verbundausbildung - Mechatroniker für Kältetechnik,2014,,"960,00"
ST Gebäudetechnik GmbH,"Verbundausbildung - Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik",2011,,"1.020,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Gerätetechnik Wärme, Feuerung u.
Regelungstechnik, Montagewand-Sanitär-Heizung, Sanitärtechnik",2013,,"1.200,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Anlagenmechaniker für Sanitär-, Heizungs- und
Klimatechnik",2014,,"1.220,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Montieren und Installieren; Installation raumluft-,
regelungs- und energietechnischer (Photovoltaik) Anlagen und Inbetriebnahme;
marktgängige Steuerungen aufbauen, prüfen und programmieren (z. B. Logo!, Easy,
S7); Fehlersuche in Programmen; Fortbildungslehrgang Klima-, Heizungs-,
Sanitärtechnik",2014,,"1.640,00"
ST Gebäudetechnik GmbH,"Verbundausbildung - Grundlagenausbildung Elektroniker für Energie-und
Gebäudetechnik",2012,,"1.900,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Grundlehrgang 1. Lehrjahr Elektroniker für Energie-
und Gebäudetechnik",2014,,"1.900,00"
ST Gebäudetechnik GmbH,Verbundausbildung - Elektroniker,2012,,"1.980,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Anlagenmechaniker für Sanitär-, Heinzungs- und
Klimatechnik",2014,,"2.300,00"
ST Gebäudetechnik GmbH,Verbundausbildung - Elektroniker,2012,,"3.040,00"
ST Gebäudetechnik GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Wirtschaftlichkeitsberechnung
von Investitionsmaßnahmen, Prüfung ortsfester Anlagen u. a.",2013,,"3.062,50"
ST Gebäudetechnik GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Fachseminare: Energetische
Inspektion von Klimaanlagen, Energetische Bewertung von Nicht-Wohngebäuden,
Hygieneschulung, Anlagen zum Umgang mit Wassergefährdenden Stoffen,
Gefährdungsbeurteilung und Dokumentenverpflichtung, Das
Berufsgenossenschaftliche Regelwerk, MLAR",2010,,"8.449,00"
ST Gebäudetechnik GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Zertifizierter Wärmepumpen
Installateur u. a.",2013,,"32.560,86"
ST Gebäudetechnik GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - VDI 6022 Kat. B VDI 6023 Kat.
B SK für Prüfung von Brandschutzklappen (BSK) in Raumlufttechnischen Anlagen u. a.",2011,,"42.380,00"
ST Gebäudetechnik GmbH,"Allgemeine Verbundausbildung - Metallbearbeitung/Schmieden, Gas-Schweißen, E-
Schweißen, Blechbearbeitung, Stahlrohrinstallation-Zufluss",2014,"3.840,00",
ST Gebäudetechnik GmbH,Allgemeine Verbundausbildung - Elektrotechnik,2014,"1.800,00",
ST Gebäudetechnik GmbH,"Qualifizierung in kleinen und mittleren Unternehmen -Baumängel und Gewährleistung
nach BGB und VOB, Lehrgang & Sachkundeprüfung zur Sachkundezertifizierung Kat.
I nach EG 303/2008 u. a.",2014,"23.188,29",
St. Elisabeth Diakonie gGmbH,Teilprojekt Regionalbudget Oberhavel,2010,"10.323,00",
Staatskanzlei des Landes Brandenburg,"Vorbereitung und Durchführung von Sitzungen der OP-Begleitgremien und
Maßnahmen der Öffentlichkeitsarbeit zu den EU-Fonds im Land Brandenburg (anteilig
ESF).",2009,,"4 6.270,02"
Staatskanzlei des Landes Brandenburg,"Vorbereitung und Durchführung von Sitzungen der OP-Begleitgremien und
Maßnahmen der Öffentlichkeitsarbeit zu den EU-Fonds im Land Brandenburg (anteilig
ESF).",2008,,"4 7.799,95"
"Stabe, Carolin, ""Belmundo kauf-und essbar""","Existenzgründung: Eröffnung ""Belmundo kauf- und essbar"" - eine Kombination aus
Gastronomie und Kunst- bzw. Kunsthandwerkshandel",2012,,"9.913,54"
Stadt  Falkenberg/Elster,Teilprojekt Regionalbudget Elbe-Elster,2011,"11.430,00",
Stadt Altlandsberg,Koordinierungsagentur für Kultur und Wirtschaft,2013,"168.559,00",
Stadt Bad Freienwalde (Oder),"Überarbeitung und Neuausrichtung der Kulturentwicklungsplanung im
Mittelzentrumsbereich Bad Freienwalde",2013,"35.000,00",
Stadt Brandenburg an der Havel,"Berufs- u. Arbeitswelt bezogene Hilfeform zur beruflichen Integration im Rahmen von
Jugendhilfen, eine Ausbildung zum Hochbaufachwerker erfolgreich abzuschließen.",2011,,"8.910,17"
Stadt Brandenburg an der Havel,"Kulturentwicklungskonzeption und Feststellung der Qualifikationsbedarfe in der Stadt
Brandenburg",2012,,"39.906,24"
Stadt Brandenburg an der Havel,"Berufs- u. Arbeitswelt bezogene Hilfeform zur beruflichen Integration, Motivation,
Orientierung und Beschäftigung für benachteiligte Jugendliche.",2008,,"61.852,36"
Stadt Brandenburg an der Havel,Sozialpädagogisch begleitete berufsvorbereitende Maßnahme,2013,,"63.408,84"
Stadt Brandenburg an der Havel,Berufsvorbereitung in Sonderform - Träger Internationaler Bund e.V.,2013,,"70.818,02"
Stadt Brandenburg an der Havel,"Berufs- und Arbeitswelt bezogene Hilfeform zur beruflichen Integration, Orientierung
und Beschäftigung für benachteiligte Jugendliche im Alter von 15-21 Jahren.",2010,,"71.541,69"
