years,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarscharf Ihr Friseur Frauke Lafrentz
Hohenwestedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.920,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Angelika
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.560,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio B Nicole Bulschak
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio M
Süderlügum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Manuel
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Schäfer
Wyk","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","240,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Weiche
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haarstudio Witt
Elsdorf-Westermühlen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haase Augenoptik
Uetersen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"hagebaucentrum Dethlefsen
Kellinghusen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"hagebaucentrum Dethlefsen
Kellinghusen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"hagebaumarkt Husum GmbH & Co. KG
Husum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"hagebaumarkt Husum GmbH & Co. KG
Husum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hahn Holzbau Zimmerei
Groß Meinsdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hair & Beauty Team
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hair & More Patrik Kolbow
Schwarzenbek","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.800,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haircut 
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.800,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haircut
Kropp","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haircut Ahrensburg
Ahrensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hairstyling by Fidan
Neumünster","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","240,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"HairWellness
Pinneberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"HairWellness
Pinneberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.800,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hallo Pizza
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hamburger Jugenderholungsheim Puan Klent auf 
Sylt
Rantum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","720,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handelsvertretung für Getränke Riepen
Heiligenhafen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handyland Amrum Nils Isemann
Wittdün","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hanemann Coiffeur
Harrislee","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Andritter GmbH
Bredstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Frick GmbH Modehaus
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.320,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Hendrik David
Heilshoop","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Klüver Kfz-Service GmbH
Süderau","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Martin Kjer Immobilien e. K.
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Peter Petersen Landtechnik
Kappeln","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Reschke, Heizung-Sanitär-Bauklempnerei
Heidekamp","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans Starck GmbH
Uetersen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.920,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans-Christian Lüders GmbH
Lübeck-Travemünde","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","215,65",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hanseatischer Fine Food Service GmbH
Schenefeld","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans-Hinrich Scheel
Ruhwinkel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hans-Joachim Parlow
Langenhorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hanssen & Eltermann Tischlerei GmbH
Uetersen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Happenpappen UG
Trappenkamp","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","720,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Happy Hair
Wyk","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Harald Callsen GmbH & Co. KG
Achtrup","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hardt Edelstahl- und Metallbau GmbH
Tellingstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","240,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hardt Edelstahl- und Metallbau GmbH
Tellingstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hark Martensen
Oldsum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Harm Günter Todt
Albersdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haus der Reise Bleeg & Walheim GbR
Mölln","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haus Lefina Medelnik & Ohm GbR
Aukrug","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hausärztliche Gemeinschaftspraxis im 
Gesundheitszentrum Moisling
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","960,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hausarztpraxis Dorothee Schick
Itzehoe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hauschildt Bau GmbH
Husum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.200,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haus-Partner Bauunternehmungen GmbH
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hausschlachtung Peters
Hennstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haustechnik Manfred Roese
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haustechnik Marco Schulze
Bad Oldesloe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Haustechnik-Hoffmann
Gettorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hausverwaltung Corinna Szech
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hedde Bauunternehmen GmbH
Busenwurth","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hedde Bauunternehmen GmbH
Busenwurth","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heico Ziel Elektrotechnik
Hohenhorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heider Werkstätten
Heide","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heider Werkstätten
Heide","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heike Rohweder
Gönnebek","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heiko Muuss GmbH
Stockelsdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heiko Muuss GmbH
Stockelsdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heino Schröder
Kraftfahrzeugreparatur
Bad Bramstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinrich Anthonisen Heizung & Sanitär
Süderlügum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinrich Hofmann 
Neumünster","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.760,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinrich Knudsen Spedition GmbH & Co. KG
Westerrönfeld","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinrich Mougin
Grömitz","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.160,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinz A. Hansen Bau- und Möbeltischlerei
Breklum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heinz Tesch GmbH & Co. KG
Sylt-Ost","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heisch, ein Unternehmen in Farbe
Schafflund","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizung + Sanitär H. Petersen
Arlewatt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.400,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizung Sanitär Wärmepumpen Feddersen
Langenhorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizung und Sanitär Rolf Petersen GmbH
Osterrönfeld","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizung, Sanitär, Solar Bahne Neben
Jevenstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizungs- und Sanitärtechnik Boller GmbH
Sankt Peter-Ording","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizung-Sanitärtechnik Knoll
Friedrichstadt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizungsservice Mehne
Lensahn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Heizungsservice Quickborn GmbH
Quickborn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","720,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Helios Versorgungszentrum GmbH
Geesthacht","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Helmut Roggensack 
Fleckeby","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Helro GmbH
Mölln","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","240,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Henningsen Landtechnik GmbH
Böklund","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Herbert Ruschau
Heiligenhafen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.640,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Herbst & Kost Computer OHG
Bad Segeberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Herrich
Irene
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","600,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"heruth Fliesen und Naturstein Exquisit
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","720,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"H-G-E Haus Gebäude Elektrotechnik
Rendsburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.365,14",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hintze Haustechnik
Tönning","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Hippo Promotion
Pinneberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.520,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"HNO-Praxis Sönke Asmuss
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Höch Grabmale 
Neustadt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.200,00",
